Date,NOKOIS1w,NOKOIS1m,NOKOIS3m,NOKOIS6m
23/08/2008,5.75,5.75,5.848507463,5.892307692
24/08/2008,5.75,5.75,5.848507463,5.892307692
25/08/2008,5.75,5.755,5.851492537,5.893461538
26/08/2008,5.75,5.76,5.854477612,5.894615385
27/08/2008,5.75,5.765,5.857462687,5.895769231
28/08/2008,5.75,5.77,5.860447761,5.896923077
29/08/2008,5.75,5.775,5.863432836,5.898076923
30/08/2008,5.75,5.775,5.863432836,5.898076923
31/08/2008,5.75,5.775,5.863432836,5.898076923
01/09/2008,5.75,5.78,5.86641791,5.899230769
02/09/2008,5.75,5.785,5.869402985,5.900384615
03/09/2008,5.75,5.775,5.826492537,5.85
04/09/2008,5.75,5.778125,5.828358209,5.850961538
05/09/2008,5.75,5.78125,5.830223881,5.851923077
06/09/2008,5.75,5.78125,5.830223881,5.851923077
07/09/2008,5.75,5.78125,5.830223881,5.851923077
08/09/2008,5.75,5.784375,5.832089552,5.852884615
09/09/2008,5.75,5.7875,5.833955224,5.853846154
10/09/2008,5.75,5.790625,5.835820896,5.844423077
11/09/2008,5.75,5.79375,5.837686567,5.845
12/09/2008,5.75,5.796875,5.839552239,5.845576923
13/09/2008,5.75,5.796875,5.839552239,5.845576923
14/09/2008,5.75,5.796875,5.839552239,5.845576923
15/09/2008,5.75,5.75,5.75,5.702692308
16/09/2008,5.75,5.75,5.75,5.701730769
17/09/2008,5.75,5.75,5.748880597,5.700769231
18/09/2008,5.75,5.75,5.747761194,5.699807692
19/09/2008,5.75,5.75,5.746641791,5.698846154
20/09/2008,5.75,5.75,5.746641791,5.698846154
21/09/2008,5.75,5.75,5.746641791,5.698846154
22/09/2008,5.75,5.75,5.745522388,5.697884615
23/09/2008,5.75,5.75,5.744402985,5.695961538
24/09/2008,5.75,5.75,5.743283582,5.697637795
25/09/2008,5.75,5.75,5.741176471,5.696653543
26/09/2008,5.75,5.75,5.741044776,5.694685039
27/09/2008,5.75,5.75,5.741044776,5.694685039
28/09/2008,5.75,5.75,5.741044776,5.694685039
29/09/2008,5.75,5.747916667,5.707089552,5.62992126
30/09/2008,5.75,5.745833333,5.705223881,5.626968504
01/10/2008,5.75,5.74375,5.703358209,5.624015748
02/10/2008,5.75,5.741666667,5.701492537,5.621062992
03/10/2008,5.75,5.739583333,5.699626866,5.618110236
04/10/2008,5.75,5.739583333,5.699626866,5.618110236
05/10/2008,5.75,5.739583333,5.699626866,5.618110236
06/10/2008,5.75,5.71875,5.632462687,5.473425197
07/10/2008,5.75,5.713541667,5.628731343,5.467519685
08/10/2008,5.75,5.358333333,5.208955224,5.058070866
09/10/2008,5.666666667,5.335416667,5.197761194,5.05019685
10/10/2008,5.583333333,5.3125,5.186567164,5.042322835
11/10/2008,5.583333333,5.3125,5.186567164,5.042322835
12/10/2008,5.583333333,5.3125,5.186567164,5.042322835
13/10/2008,5.5,5.289583333,5.175373134,5.034448819
14/10/2008,5.416666667,5.266666667,5.164179104,5.026574803
15/10/2008,5.333333333,5.24375,5.152985075,5.018700787
16/10/2008,5.25,5.104166667,4.873134328,4.632874016
17/10/2008,5.42,5.234166667,4.953134328,4.812874016
18/10/2008,5.42,5.234166667,4.953134328,4.812874016
19/10/2008,5.42,5.234166667,4.953134328,4.812874016
20/10/2008,5.25,5.083333333,4.850746269,4.617125984
21/10/2008,5.25,4.895833333,4.708955224,4.470472441
22/10/2008,5.25,4.875,4.697761194,4.460629921
23/10/2008,5.166666667,4.854166667,4.686567164,4.450787402
24/10/2008,5.083333333,4.833333333,4.570895522,4.267716535
25/10/2008,5.083333333,4.833333333,4.570895522,4.267716535
26/10/2008,5.083333333,4.833333333,4.570895522,4.267716535
27/10/2008,5,4.8125,4.555970149,4.255905512
28/10/2008,4.916666667,4.791666667,4.541044776,4.244094488
29/10/2008,4.833333333,4.770833333,4.526119403,4.232283465
30/10/2008,4.75,4.75,4.630597015,4.401574803
31/10/2008,4.75,4.75,4.623134328,4.395669291
01/11/2008,4.75,4.75,4.623134328,4.395669291
02/11/2008,4.75,4.75,4.623134328,4.395669291
03/11/2008,4.75,4.75,4.615671642,4.388779528
04/11/2008,4.75,4.75,4.608208955,4.381889764
05/11/2008,4.75,4.75,4.6171875,4.375
06/11/2008,4.75,4.75,4.609375,4.368110236
07/11/2008,4.75,4.75,4.6015625,4.361220472
08/11/2008,4.75,4.75,4.6015625,4.361220472
09/11/2008,4.75,4.75,4.6015625,4.361220472
10/11/2008,4.75,4.75,4.59375,4.354330709
11/11/2008,4.75,4.75,4.5859375,4.340551181
12/11/2008,4.75,4.75,4.578125,4.332677165
13/11/2008,4.75,4.75,4.5703125,4.32480315
14/11/2008,4.75,4.75,4.5625,4.316929134
15/11/2008,4.75,4.75,4.5625,4.316929134
16/11/2008,4.75,4.75,4.5625,4.316929134
17/11/2008,4.75,4.739583333,4.5546875,4.309055118
18/11/2008,4.75,4.729166667,4.546875,4.301181102
19/11/2008,4.75,4.71875,4.5390625,4.293307087
20/11/2008,4.75,4.666666667,4.3125,3.927165354
21/11/2008,4.75,4.645833333,4.296875,3.915354331
22/11/2008,4.75,4.645833333,4.296875,3.915354331
23/11/2008,4.75,4.645833333,4.296875,3.915354331
24/11/2008,4.75,4.625,4.28125,3.903543307
25/11/2008,4.75,4.604166667,4.265625,3.891732283
26/11/2008,4.75,4.583333333,4.25,3.87992126
27/11/2008,4.75,4.5625,4.234375,3.868110236
28/11/2008,4.75,4.541666667,4.1484375,3.696850394
29/11/2008,4.75,4.541666667,4.1484375,3.696850394
30/11/2008,4.75,4.541666667,4.1484375,3.696850394
01/12/2008,4.75,4.520833333,4.12890625,3.683070866
02/12/2008,4.75,4.5,4.109375,3.669291339
03/12/2008,4.75,4.34375,3.96484375,3.450787402
04/12/2008,4.75,4.166666667,3.734375,3.202755906
05/12/2008,4.75,3.96875,3.49609375,2.950787402
06/12/2008,4.75,3.96875,3.49609375,2.950787402
07/12/2008,4.75,3.96875,3.49609375,2.950787402
08/12/2008,4.75,3.916666667,3.46875,2.929133858
09/12/2008,4.75,3.864583333,3.44140625,2.907480315
10/12/2008,4.75,3.8125,3.4140625,2.885826772
11/12/2008,4.541666667,3.760416667,3.38671875,2.864173228
12/12/2008,4.333333333,3.708333333,3.359375,2.842519685
13/12/2008,4.333333333,3.708333333,3.359375,2.842519685
14/12/2008,4.333333333,3.708333333,3.359375,2.842519685
15/12/2008,3.433333333,3.65625,3.33203125,2.820866142
16/12/2008,3.916666667,3.604166667,3.3046875,2.799212598
17/12/2008,3.708333333,3.552083333,3.27734375,2.777559055
18/12/2008,3,3,2.75,2.255905512
19/12/2008,3,3,2.7421875,2.244094488
20/12/2008,3,3,2.7421875,2.244094488
21/12/2008,3,3,2.7421875,2.244094488
22/12/2008,3,3,2.734375,2.232283465
23/12/2008,3,3,2.7265625,2.220472441
24/12/2008,3,3,2.7109375,2.208661417
25/12/2008,3,3,2.7109375,2.208661417
26/12/2008,3,3,2.7109375,2.208661417
27/12/2008,3,3,2.7109375,2.208661417
28/12/2008,3,3,2.7109375,2.208661417
29/12/2008,3,3,2.6953125,2.196850394
30/12/2008,3,3,2.6796875,2.18503937
31/12/2008,2.66,2.94,2.5740625,2.063228346
01/01/2009,2.66,2.94,2.5740625,2.063228346
02/01/2009,3,3,2.6484375,2.161417323
03/01/2009,3,3,2.6484375,2.161417323
04/01/2009,3,3,2.6484375,2.161417323
05/01/2009,3,2.979166667,2.6328125,2.149606299
06/01/2009,3,2.958333333,2.6171875,2.137795276
07/01/2009,3,2.9375,2.6015625,2.125984252
08/01/2009,3,2.916666667,2.5859375,2.114173228
09/01/2009,3,2.895833333,2.5703125,2.19488189
10/01/2009,3,2.895833333,2.5703125,2.19488189
11/01/2009,3,2.895833333,2.5703125,2.19488189
12/01/2009,3,2.875,2.5546875,2.18503937
13/01/2009,3,2.854166667,2.5390625,2.17519685
14/01/2009,3,2.833333333,2.5234375,2.165354331
15/01/2009,3,2.8125,2.5078125,2.155511811
16/01/2009,3,2.791666667,2.4921875,2.145669291
17/01/2009,3,2.791666667,2.4921875,2.145669291
18/01/2009,3,2.791666667,2.4921875,2.145669291
19/01/2009,3,2.770833333,2.4765625,2.135826772
20/01/2009,3,2.75,2.4609375,2.125984252
21/01/2009,3,2.729166667,2.4453125,2.116141732
22/01/2009,3,2.708333333,2.4296875,2.106299213
23/01/2009,3,2.6875,2.4140625,2.096456693
24/01/2009,3,2.6875,2.4140625,2.096456693
25/01/2009,3,2.6875,2.4140625,2.096456693
26/01/2009,3,2.666666667,2.3984375,2.086614173
27/01/2009,3,2.645833333,2.3828125,2.076771654
28/01/2009,3,2.625,2.3671875,2.066929134
29/01/2009,2.916666667,2.604166667,2.3515625,2.057086614
30/01/2009,2.833333333,2.583333333,2.3359375,2.047244094
31/01/2009,2.833333333,2.583333333,2.3359375,2.047244094
01/02/2009,2.833333333,2.583333333,2.3359375,2.047244094
02/02/2009,2.75,2.5625,2.3203125,2.037401575
03/02/2009,2.666666667,2.541666667,2.296875,1.901574803
04/02/2009,2.583333333,2.520833333,2.2734375,1.88976378
05/02/2009,2.5,2.5,2.36328125,1.984251969
06/02/2009,2.5,2.5,2.3515625,1.976377953
07/02/2009,2.5,2.5,2.3515625,1.976377953
08/02/2009,2.5,2.5,2.3515625,1.976377953
09/02/2009,2.5,2.5,2.33984375,1.968503937
10/02/2009,2.5,2.5,2.328125,1.960629921
11/02/2009,2.5,2.5,2.31640625,1.952755906
12/02/2009,2.5,2.5,2.3046875,1.94488189
13/02/2009,2.5,2.5,2.29296875,1.937007874
14/02/2009,2.5,2.5,2.29296875,1.937007874
15/02/2009,2.5,2.5,2.29296875,1.937007874
16/02/2009,2.5,2.5,2.28125,1.929133858
17/02/2009,2.5,2.5,2.26953125,1.921259843
18/02/2009,2.5,2.5,2.2578125,1.913385827
19/02/2009,2.5,2.5,2.24609375,1.905511811
20/02/2009,2.5,2.5,2.234375,1.994094488
21/02/2009,2.5,2.5,2.234375,1.994094488
22/02/2009,2.5,2.5,2.234375,1.994094488
23/02/2009,2.5,2.489583333,2.22265625,1.988188976
24/02/2009,2.5,2.479166667,2.2109375,1.982283465
25/02/2009,2.5,2.46875,2.19921875,1.976377953
26/02/2009,2.5,2.458333333,2.1875,1.970472441
27/02/2009,2.5,2.447916667,2.17578125,1.964566929
28/02/2009,2.5,2.447916667,2.17578125,1.964566929
01/03/2009,2.5,2.447916667,2.17578125,1.964566929
02/03/2009,2.5,2.4375,2.1640625,1.958661417
03/03/2009,2.5,2.427083333,2.15234375,1.842519685
04/03/2009,2.5,2.416666667,2.140625,1.834645669
05/03/2009,2.5,2.40625,2.12890625,1.826771654
06/03/2009,2.5,2.395833333,2.1171875,1.818897638
07/03/2009,2.5,2.395833333,2.1171875,1.818897638
08/03/2009,2.5,2.395833333,2.1171875,1.818897638
09/03/2009,2.5,2.385416667,2.10546875,1.811023622
10/03/2009,2.5,2.375,2.09375,1.923228346
11/03/2009,2.5,2.364583333,2.1875,1.972440945
12/03/2009,2.5,2.354166667,2.1796875,1.966535433
13/03/2009,2.5,2.34375,2.16796875,1.960629921
14/03/2009,2.5,2.34375,2.16796875,1.960629921
15/03/2009,2.5,2.34375,2.16796875,1.960629921
16/03/2009,2.5,2.333333333,2.15625,1.954724409
17/03/2009,2.5,2.322916667,2.14453125,1.948818898
18/03/2009,2.5,2.125,1.90625,1.704724409
19/03/2009,2.416666667,2.104166667,1.890625,1.696850394
20/03/2009,2.333333333,2.083333333,1.875,1.688976378
21/03/2009,2.333333333,2.083333333,1.875,1.688976378
22/03/2009,2.333333333,2.083333333,1.875,1.688976378
23/03/2009,2.25,2.0625,1.859375,1.681102362
24/03/2009,2.166666667,2.041666667,1.84375,1.673228346
25/03/2009,2.083333333,2.020833333,1.828125,1.665354331
26/03/2009,2,2,1.703125,1.537401575
27/03/2009,2,2,1.6953125,1.531496063
28/03/2009,2,2,1.6953125,1.531496063
29/03/2009,2,2,1.6953125,1.531496063
30/03/2009,2,2,1.6875,1.525590551
31/03/2009,2,1.979166667,1.6796875,1.519685039
01/04/2009,2,1.958333333,1.671875,1.513779528
02/04/2009,2,1.9375,1.6640625,1.507874016
03/04/2009,2,1.916666667,1.65625,1.501968504
04/04/2009,2,1.916666667,1.65625,1.501968504
05/04/2009,2,1.916666667,1.65625,1.501968504
06/04/2009,2,1.895833333,1.6484375,1.496062992
07/04/2009,2,1.875,1.640625,1.49015748
08/04/2009,2,1.854166667,1.6328125,1.484251969
09/04/2009,2,1.854166667,1.6328125,1.484251969
10/04/2009,2,1.854166667,1.6328125,1.484251969
11/04/2009,2,1.854166667,1.6328125,1.484251969
12/04/2009,2,1.854166667,1.6328125,1.484251969
13/04/2009,2,1.854166667,1.6328125,1.484251969
14/04/2009,2,1.833333333,1.625,1.478346457
15/04/2009,2,1.8125,1.6171875,1.472440945
16/04/2009,2,1.791666667,1.609375,1.466535433
17/04/2009,2,1.770833333,1.6015625,1.460629921
18/04/2009,2,1.770833333,1.6015625,1.460629921
19/04/2009,2,1.770833333,1.6015625,1.460629921
20/04/2009,2,1.75,1.59375,1.454724409
21/04/2009,2,1.729166667,1.5859375,1.448818898
22/04/2009,2,1.708333333,1.578125,1.442913386
23/04/2009,2,1.6875,1.5703125,1.437007874
24/04/2009,2,1.666666667,1.5625,1.431102362
25/04/2009,2,1.666666667,1.5625,1.431102362
26/04/2009,2,1.666666667,1.5625,1.431102362
27/04/2009,2,1.645833333,1.5546875,1.42519685
28/04/2009,2,1.625,1.546875,1.419291339
29/04/2009,1.916666667,1.604166667,1.5390625,1.413385827
30/04/2009,1.833333333,1.583333333,1.53125,1.407480315
01/05/2009,1.833333333,1.583333333,1.53125,1.407480315
02/05/2009,1.833333333,1.583333333,1.53125,1.407480315
03/05/2009,1.833333333,1.583333333,1.53125,1.407480315
04/05/2009,1.75,1.5625,1.5234375,1.401574803
05/05/2009,1.666666667,1.541666667,1.515625,1.395669291
06/05/2009,1.583333333,1.520833333,1.5078125,1.38976378
07/05/2009,1.5,1.5,1.4296875,1.344488189
08/05/2009,1.5,1.5,1.427734375,1.342519685
09/05/2009,1.5,1.5,1.427734375,1.342519685
10/05/2009,1.5,1.5,1.427734375,1.342519685
11/05/2009,1.5,1.5,1.42578125,1.340551181
12/05/2009,1.5,1.5,1.423828125,1.338582677
13/05/2009,1.5,1.5,1.421875,1.336614173
14/05/2009,1.5,1.494791667,1.41796875,1.334645669
15/05/2009,1.5,1.489583333,1.41796875,1.396653543
16/05/2009,1.5,1.489583333,1.41796875,1.396653543
17/05/2009,1.5,1.489583333,1.41796875,1.396653543
18/05/2009,1.5,1.484375,1.416015625,1.395669291
19/05/2009,1.5,1.479166667,1.4140625,1.394685039
20/05/2009,1.5,1.473958333,1.412109375,1.393700787
21/05/2009,1.5,1.473958333,1.412109375,1.393700787
22/05/2009,1.5,1.46875,1.41015625,1.392716535
23/05/2009,1.5,1.46875,1.41015625,1.392716535
24/05/2009,1.5,1.46875,1.41015625,1.392716535
25/05/2009,1.5,1.463541667,1.408203125,1.391732283
26/05/2009,1.5,1.458333333,1.40625,1.390748031
27/05/2009,1.5,1.453125,1.404296875,1.38976378
28/05/2009,1.5,1.447916667,1.40234375,1.388779528
29/05/2009,1.5,1.442708333,1.400390625,1.387795276
30/05/2009,1.5,1.442708333,1.400390625,1.387795276
31/05/2009,1.5,1.442708333,1.400390625,1.387795276
01/06/2009,1.5,1.442708333,1.400390625,1.387795276
02/06/2009,1.5,1.4375,1.3984375,1.386811024
03/06/2009,1.5,1.432291667,1.37109375,1.311023622
04/06/2009,1.5,1.427083333,1.3671875,1.309055118
05/06/2009,1.5,1.421875,1.36328125,1.307086614
06/06/2009,1.5,1.421875,1.36328125,1.307086614
07/06/2009,1.5,1.421875,1.36328125,1.307086614
08/06/2009,1.5,1.416666667,1.359375,1.30511811
09/06/2009,1.5,1.411458333,1.35546875,1.303149606
10/06/2009,1.5,1.40625,1.38671875,1.380905512
11/06/2009,1.479166667,1.401041667,1.384765625,1.37992126
12/06/2009,1.458333333,1.395833333,1.3828125,1.378937008
13/06/2009,1.458333333,1.395833333,1.3828125,1.378937008
14/06/2009,1.458333333,1.395833333,1.3828125,1.378937008
15/06/2009,1.4375,1.390625,1.380859375,1.377952756
16/06/2009,1.416666667,1.385416667,1.37890625,1.376968504
17/06/2009,1.511666667,1.420416667,1.43390625,1.411968504
18/06/2009,1.25,1.25,1.25,1.25
19/06/2009,1.25,1.25,1.25,1.25
20/06/2009,1.25,1.25,1.25,1.25
21/06/2009,1.25,1.25,1.25,1.25
22/06/2009,1.25,1.25,1.25,1.25
23/06/2009,1.25,1.25,1.25,1.25
24/06/2009,1.25,1.25,1.25,1.25
25/06/2009,1.25,1.25,1.25,1.25
26/06/2009,1.25,1.25,1.25,1.25
27/06/2009,1.25,1.25,1.25,1.25
28/06/2009,1.25,1.25,1.25,1.25
29/06/2009,1.25,1.25,1.25,1.25
30/06/2009,1.25,1.25,1.25,1.25
01/07/2009,1.25,1.25,1.25,1.25
02/07/2009,1.25,1.25,1.25,1.25
03/07/2009,1.25,1.25,1.25,1.25
04/07/2009,1.25,1.25,1.25,1.25
05/07/2009,1.25,1.25,1.25,1.25
06/07/2009,1.25,1.25,1.25,1.25
07/07/2009,1.25,1.25,1.25,1.25
08/07/2009,1.25,1.25,1.25,1.25
09/07/2009,1.25,1.25,1.25,1.25
10/07/2009,1.25,1.25,1.25,1.25
11/07/2009,1.25,1.25,1.25,1.25
12/07/2009,1.25,1.25,1.25,1.25
13/07/2009,1.25,1.25,1.25,1.25
14/07/2009,1.25,1.25,1.25,1.25
15/07/2009,1.25,1.25,1.25,1.25
16/07/2009,1.25,1.25,1.25,1.25
17/07/2009,1.25,1.25,1.25,1.25
18/07/2009,1.25,1.25,1.25,1.25
19/07/2009,1.25,1.25,1.25,1.25
20/07/2009,1.25,1.25,1.25,1.25
21/07/2009,1.25,1.25,1.25,1.25
22/07/2009,1.25,1.25,1.25,1.25
23/07/2009,1.25,1.25,1.25,1.25
24/07/2009,1.25,1.25,1.25,1.25
25/07/2009,1.25,1.25,1.25,1.25
26/07/2009,1.25,1.25,1.25,1.25
27/07/2009,1.25,1.25,1.25,1.25
28/07/2009,1.25,1.25,1.25,1.25
29/07/2009,1.25,1.25,1.25,1.25
30/07/2009,1.25,1.25,1.25,1.25
31/07/2009,1.25,1.25,1.25,1.25
01/08/2009,1.25,1.25,1.25,1.25
02/08/2009,1.25,1.25,1.25,1.25
03/08/2009,1.25,1.25,1.25,1.25
04/08/2009,1.25,1.25,1.25,1.25
05/08/2009,1.25,1.25,1.255859375,1.345472441
06/08/2009,1.25,1.25,1.263059701,1.351923077
07/08/2009,1.25,1.25,1.264925373,1.354807692
08/08/2009,1.25,1.25,1.264925373,1.354807692
09/08/2009,1.25,1.25,1.264925373,1.354807692
10/08/2009,1.25,1.25,1.25,1.326923077
11/08/2009,1.25,1.25,1.25,1.330769231
12/08/2009,1.25,1.25,1.25,1.334615385
13/08/2009,1.25,1.25,1.27238806,1.372115385
14/08/2009,1.25,1.25,1.369402985,1.539423077
15/08/2009,1.25,1.25,1.369402985,1.539423077
16/08/2009,1.25,1.25,1.369402985,1.539423077
17/08/2009,1.23,1.24,1.350597015,1.479038462
18/08/2009,1.25,1.25,1.380597015,1.549038462
19/08/2009,1.25,1.25,1.38619403,1.553846154
20/08/2009,1.25,1.25,1.391791045,1.558653846
21/08/2009,1.25,1.25,1.39738806,1.563461538
22/08/2009,1.25,1.25,1.39738806,1.563461538
23/08/2009,1.25,1.25,1.39738806,1.563461538
24/08/2009,1.25,1.255208333,1.367537313,1.489423077
25/08/2009,1.25,1.260416667,1.371268657,1.493269231
26/08/2009,1.25,1.265625,1.375,1.497115385
27/08/2009,1.25,1.270833333,1.378731343,1.500961538
28/08/2009,1.25,1.276041667,1.425373134,1.603846154
29/08/2009,1.25,1.276041667,1.425373134,1.603846154
30/08/2009,1.25,1.276041667,1.425373134,1.603846154
31/08/2009,1.25,1.28125,1.430970149,1.609615385
01/09/2009,1.25,1.286458333,1.436567164,1.615384615
02/09/2009,1.25,1.291666667,1.343656716,1.535576923
03/09/2009,1.25,1.296875,1.39738806,1.540384615
04/09/2009,1.25,1.302083333,1.401119403,1.545192308
05/09/2009,1.25,1.302083333,1.401119403,1.545192308
06/09/2009,1.25,1.302083333,1.401119403,1.545192308
07/09/2009,1.25,1.307291667,1.404850746,1.55
08/09/2009,1.25,1.3125,1.40858209,1.554807692
09/09/2009,1.25,1.317708333,1.412313433,1.559615385
10/09/2009,1.25,1.25,1.369402985,1.540384615
11/09/2009,1.25,1.25,1.373134328,1.545192308
12/09/2009,1.25,1.25,1.373134328,1.545192308
13/09/2009,1.25,1.25,1.373134328,1.545192308
14/09/2009,1.25,1.25,1.376865672,1.55
15/09/2009,1.25,1.25,1.380597015,1.554807692
16/09/2009,1.25,1.25,1.38619403,1.559615385
17/09/2009,1.25,1.25,1.391791045,1.564423077
18/09/2009,1.25,1.25,1.39738806,1.569230769
19/09/2009,1.25,1.25,1.39738806,1.569230769
20/09/2009,1.25,1.25,1.39738806,1.569230769
21/09/2009,1.25,1.25,1.402985075,1.574038462
22/09/2009,1.25,1.25,1.40858209,1.578846154
23/09/2009,1.25,1.25,1.414179104,1.583653846
24/09/2009,1.25,1.25,1.432835821,1.657692308
25/09/2009,1.25,1.25,1.440298507,1.665384615
26/09/2009,1.25,1.25,1.440298507,1.665384615
27/09/2009,1.25,1.25,1.440298507,1.665384615
28/09/2009,1.25,1.260416667,1.447761194,1.673076923
29/09/2009,1.25,1.270833333,1.455223881,1.680769231
30/09/2009,1.25,1.28125,1.462686567,1.688461538
01/10/2009,1.25,1.291666667,1.470149254,1.696153846
02/10/2009,1.25,1.302083333,1.47761194,1.703846154
03/10/2009,1.25,1.302083333,1.47761194,1.703846154
04/10/2009,1.25,1.302083333,1.47761194,1.703846154
05/10/2009,1.25,1.3125,1.485074627,1.711538462
06/10/2009,1.25,1.322916667,1.492537313,1.719230769
07/10/2009,1.25,1.333333333,1.5,1.726923077
08/10/2009,1.25,1.34375,1.507462687,1.734615385
09/10/2009,1.25,1.354166667,1.514925373,1.742307692
10/10/2009,1.25,1.354166667,1.514925373,1.742307692
11/10/2009,1.25,1.354166667,1.514925373,1.742307692
12/10/2009,1.25,1.364583333,1.52238806,1.75
13/10/2009,1.25,1.375,1.529850746,1.757692308
14/10/2009,1.25,1.385416667,1.537313433,1.800384615
15/10/2009,1.25,1.395833333,1.544776119,1.808076923
16/10/2009,1.25,1.40625,1.552238806,1.815769231
17/10/2009,1.25,1.40625,1.552238806,1.815769231
18/10/2009,1.25,1.40625,1.552238806,1.815769231
19/10/2009,1.25,1.416666667,1.559701493,1.841461538
20/10/2009,1.25,1.427083333,1.567164179,1.850153846
21/10/2009,1.25,1.4375,1.574626866,1.858846154
22/10/2009,1.291666667,1.447916667,1.582089552,1.867538462
23/10/2009,1.333333333,1.458333333,1.589552239,1.854230769
24/10/2009,1.333333333,1.458333333,1.589552239,1.854230769
25/10/2009,1.333333333,1.458333333,1.589552239,1.854230769
26/10/2009,1.375,1.46875,1.597014925,1.861923077
27/10/2009,1.416666667,1.479166667,1.604477612,1.869615385
28/10/2009,1.548333333,1.499583333,1.62880597,1.813461538
29/10/2009,1.5,1.5,1.595522388,1.78
30/10/2009,1.5,1.5,1.598507463,1.784615385
31/10/2009,1.5,1.5,1.598507463,1.784615385
01/11/2009,1.5,1.5,1.598507463,1.784615385
02/11/2009,1.5,1.5,1.563432836,1.770192308
03/11/2009,1.5,1.5,1.569029851,1.776923077
04/11/2009,1.5,1.5,1.574626866,1.783653846
05/11/2009,1.5,1.5,1.580223881,1.790384615
06/11/2009,1.5,1.5,1.585820896,1.797115385
07/11/2009,1.5,1.5,1.585820896,1.797115385
08/11/2009,1.5,1.5,1.585820896,1.797115385
09/11/2009,1.5,1.5,1.59141791,1.803846154
10/11/2009,1.5,1.5,1.597014925,1.810576923
11/11/2009,1.5,1.5,1.60261194,1.809615385
12/11/2009,1.5,1.5,1.608208955,1.815384615
13/11/2009,1.5,1.5,1.61380597,1.821153846
14/11/2009,1.5,1.5,1.61380597,1.821153846
15/11/2009,1.5,1.5,1.61380597,1.821153846
16/11/2009,1.5,1.505208333,1.619402985,1.826923077
17/11/2009,1.5,1.510416667,1.625,1.832692308
18/11/2009,1.5,1.515625,1.630597015,1.838461538
19/11/2009,1.5,1.520833333,1.63619403,1.844230769
20/11/2009,1.5,1.526041667,1.641791045,1.824038462
21/11/2009,1.5,1.526041667,1.641791045,1.824038462
22/11/2009,1.5,1.526041667,1.641791045,1.824038462
23/11/2009,1.5,1.53125,1.64738806,1.829807692
24/11/2009,1.5,1.536458333,1.652985075,1.835576923
25/11/2009,1.5,1.541666667,1.65858209,1.841346154
26/11/2009,1.5,1.546875,1.664179104,1.847115385
27/11/2009,1.5,1.552083333,1.669776119,1.852884615
28/11/2009,1.5,1.552083333,1.669776119,1.852884615
29/11/2009,1.5,1.552083333,1.669776119,1.852884615
30/11/2009,1.48,1.557291667,1.638059701,1.825
01/12/2009,1.49,1.5625,1.641791045,1.830769231
02/12/2009,1.5,1.567708333,1.645522388,1.836538462
03/12/2009,1.5,1.572916667,1.649253731,1.842307692
04/12/2009,1.5,1.578125,1.652985075,1.848076923
05/12/2009,1.5,1.578125,1.652985075,1.848076923
06/12/2009,1.5,1.578125,1.652985075,1.848076923
07/12/2009,1.5,1.583333333,1.656716418,1.853846154
08/12/2009,1.5,1.588541667,1.660447761,1.859615385
09/12/2009,1.5,1.59375,1.664179104,1.867307692
10/12/2009,1.520833333,1.598958333,1.667910448,1.875
11/12/2009,1.541666667,1.604166667,1.671641791,1.882692308
12/12/2009,1.541666667,1.604166667,1.671641791,1.882692308
13/12/2009,1.541666667,1.604166667,1.671641791,1.882692308
14/12/2009,1.5625,1.609375,1.675373134,1.890384615
15/12/2009,1.583333333,1.614583333,1.679104478,1.898076923
16/12/2009,1.5,1.5,1.619402985,1.841346154
17/12/2009,1.75,1.75,1.75,1.913461538
18/12/2009,1.75,1.75,1.75,1.918269231
19/12/2009,1.75,1.75,1.75,1.918269231
20/12/2009,1.75,1.75,1.75,1.918269231
21/12/2009,1.75,1.75,1.75,1.923076923
22/12/2009,1.75,1.75,1.753731343,1.927884615
23/12/2009,1.75,1.75,1.757462687,1.932692308
24/12/2009,1.75,1.75,1.76119403,1.9375
25/12/2009,1.75,1.75,1.76119403,1.9375
26/12/2009,1.75,1.75,1.76119403,1.9375
27/12/2009,1.75,1.75,1.76119403,1.9375
28/12/2009,1.75,1.75,1.764925373,1.942307692
29/12/2009,1.75,1.75,1.768656716,1.947115385
30/12/2009,1.75,1.75,1.77238806,1.977884615
31/12/2009,1.75,1.75,1.776119403,1.982692308
01/01/2010,1.75,1.75,1.776119403,1.982692308
02/01/2010,1.75,1.75,1.776119403,1.982692308
03/01/2010,1.75,1.75,1.776119403,1.982692308
04/01/2010,1.75,1.75,1.779850746,1.9875
05/01/2010,1.75,1.75,1.78358209,1.992307692
06/01/2010,1.75,1.75,1.787313433,1.997115385
07/01/2010,1.75,1.75,1.791044776,2.001923077
08/01/2010,1.75,1.75,1.794776119,2.006730769
09/01/2010,1.75,1.75,1.794776119,2.006730769
10/01/2010,1.75,1.75,1.794776119,2.006730769
11/01/2010,1.75,1.75,1.798507463,2.011538462
12/01/2010,1.75,1.75,1.802238806,2.016346154
13/01/2010,1.75,1.75,1.805970149,2.021153846
14/01/2010,1.75,1.75,1.809701493,2.025961538
15/01/2010,1.75,1.75,1.813432836,2.030769231
16/01/2010,1.75,1.75,1.813432836,2.030769231
17/01/2010,1.75,1.75,1.813432836,2.030769231
18/01/2010,1.75,1.75,1.817164179,2.035576923
