Date,NOKOIS1w,NOKOIS1m,NOKOIS3m,NOKOIS6m
29/09/2011,2.25,2.203125,2.108208955,1.984615385
30/09/2011,2.25,2.197916667,2.10261194,1.980769231
01/10/2011,2.25,2.197916667,2.10261194,1.980769231
02/10/2011,2.25,2.197916667,2.10261194,1.980769231
03/10/2011,2.25,2.135416667,2.02238806,1.938461538
04/10/2011,2.25,2.125,2.017910448,1.951076923
05/10/2011,2.25,2.114583333,2.01238806,1.948230769
06/10/2011,2.25,2.104166667,2.006865672,1.945384615
07/10/2011,2.25,2.171875,2.108208955,2.039423077
08/10/2011,2.25,2.171875,2.108208955,2.039423077
09/10/2011,2.25,2.171875,2.108208955,2.039423077
10/10/2011,2.25,2.166666667,2.104477612,2.036538462
11/10/2011,2.25,2.161458333,2.100746269,2.033653846
12/10/2011,2.25,2.25,2.210820896,2.15
13/10/2011,2.25,2.25,2.208955224,2.148076923
14/10/2011,2.25,2.25,2.207089552,2.146153846
15/10/2011,2.25,2.25,2.207089552,2.146153846
16/10/2011,2.25,2.25,2.207089552,2.146153846
17/10/2011,2.25,2.25,2.205223881,2.144230769
18/10/2011,2.25,2.25,2.203358209,2.142307692
19/10/2011,2.25,2.25,2.201492537,2.140384615
20/10/2011,2.25,2.25,2.199626866,2.138461538
21/10/2011,2.25,2.25,2.197761194,2.136538462
22/10/2011,2.25,2.25,2.197761194,2.136538462
23/10/2011,2.25,2.25,2.197761194,2.136538462
24/10/2011,2.25,2.25,2.195895522,2.134615385
25/10/2011,2.25,2.25,2.194029851,2.132692308
26/10/2011,2.25,2.25,2.192164179,2.130769231
27/10/2011,2.25,2.25,2.25,2.220192308
28/10/2011,2.25,2.25,2.25,2.219230769
29/10/2011,2.25,2.25,2.25,2.219230769
30/10/2011,2.25,2.25,2.25,2.219230769
31/10/2011,2.25,2.25,2.123134328,2.063461538
01/11/2011,2.25,2.25,2.119402985,2.061538462
02/11/2011,2.25,2.25,2.115671642,2.059615385
03/11/2011,2.25,2.25,2.111940299,2.057692308
04/11/2011,2.25,2.25,2.108208955,2.055769231
05/11/2011,2.25,2.25,2.108208955,2.055769231
06/11/2011,2.25,2.25,2.108208955,2.055769231
07/11/2011,2.25,2.25,2.104477612,2.052923077
08/11/2011,2.25,2.25,2.100746269,2.050076923
09/11/2011,2.25,2.25,2.097014925,2.010076923
10/11/2011,2.25,2.25,2.093283582,2.010076923
11/11/2011,2.25,2.25,2.089552239,2.007192308
12/11/2011,2.25,2.25,2.089552239,2.007192308
13/11/2011,2.25,2.25,2.089552239,2.007192308
14/11/2011,2.25,2.239583333,2.085820896,2.004307692
15/11/2011,2.25,2.229166667,2.082089552,2.001423077
16/11/2011,2.25,2.21875,2.078358209,1.998538462
17/11/2011,2.25,2.208333333,2.074626866,1.941346154
18/11/2011,2.25,2.197916667,2.070895522,1.936538462
19/11/2011,2.25,2.197916667,2.070895522,1.936538462
20/11/2011,2.25,2.197916667,2.070895522,1.936538462
21/11/2011,2.25,2.1875,2.067164179,1.931730769
22/11/2011,2.25,2.177083333,2.063432836,1.926923077
23/11/2011,2.25,2.166666667,2.059701493,1.922115385
24/11/2011,2.25,2.15625,2.055970149,1.917307692
25/11/2011,2.25,2.09375,1.953358209,1.850961538
26/11/2011,2.25,2.09375,1.953358209,1.850961538
27/11/2011,2.25,2.09375,1.953358209,1.850961538
28/11/2011,2.25,2.078125,1.947761194,1.846153846
29/11/2011,2.25,2.0625,1.942164179,1.841346154
30/11/2011,2.25,2.046875,1.936567164,1.836538462
01/12/2011,2.25,2.03125,1.930970149,1.831730769
02/12/2011,2.25,2.015625,1.925373134,1.826923077
03/12/2011,2.25,2.015625,1.925373134,1.826923077
04/12/2011,2.25,2.015625,1.925373134,1.826923077
05/12/2011,2.25,2,1.919776119,1.822115385
06/12/2011,2.25,1.984375,1.914179104,1.817307692
07/12/2011,2.25,2.0625,2.02238806,1.931730769
08/12/2011,2.208333333,2.052083333,2.018656716,1.927884615
09/12/2011,2.166666667,2.041666667,2.014925373,1.924038462
10/12/2011,2.166666667,2.041666667,2.014925373,1.924038462
11/12/2011,2.166666667,2.041666667,2.014925373,1.924038462
12/12/2011,2.125,2.03125,2.01119403,1.920192308
13/12/2011,2,1.90625,1.88619403,1.854807692
14/12/2011,1.9375,1.890625,1.880597015,1.850961538
15/12/2011,1.75,1.75,1.744402985,1.658653846
16/12/2011,1.75,1.75,1.742537313,1.685576923
17/12/2011,1.75,1.75,1.742537313,1.685576923
18/12/2011,1.75,1.75,1.742537313,1.685576923
19/12/2011,1.75,1.75,1.740671642,1.684615385
20/12/2011,1.75,1.75,1.73880597,1.683653846
21/12/2011,1.75,1.75,1.736940299,1.682692308
22/12/2011,1.75,1.75,1.735074627,1.681730769
23/12/2011,1.75,1.75,1.733208955,1.680769231
24/12/2011,1.75,1.75,1.733208955,1.680769231
25/12/2011,1.75,1.75,1.733208955,1.680769231
26/12/2011,1.75,1.75,1.733208955,1.680769231
27/12/2011,1.75,1.75,1.731343284,1.679807692
28/12/2011,1.75,1.75,1.729477612,1.678846154
29/12/2011,1.75,1.75,1.72761194,1.677884615
30/12/2011,1.75,1.75,1.725746269,1.676923077
31/12/2011,1.75,1.75,1.725746269,1.676923077
01/01/2012,1.75,1.75,1.725746269,1.676923077
02/01/2012,1.75,1.75,1.723880597,1.675961538
03/01/2012,1.75,1.75,1.722014925,1.675
04/01/2012,1.75,1.75,1.720149254,1.674038462
05/01/2012,1.58,1.75,1.718283582,1.673076923
06/01/2012,1.75,1.75,1.75,1.691346154
07/01/2012,1.75,1.75,1.75,1.691346154
08/01/2012,1.75,1.75,1.75,1.691346154
09/01/2012,1.75,1.75,1.75,1.689423077
10/01/2012,1.75,1.75,1.75,1.6875
11/01/2012,1.75,1.75,1.75,1.685576923
12/01/2012,1.75,1.75,1.75,1.683653846
13/01/2012,1.75,1.75,1.75,1.681730769
14/01/2012,1.75,1.75,1.75,1.681730769
15/01/2012,1.75,1.75,1.75,1.681730769
16/01/2012,1.75,1.75,1.75,1.679807692
17/01/2012,1.75,1.75,1.75,1.677884615
18/01/2012,1.75,1.75,1.75,1.675961538
19/01/2012,1.75,1.75,1.75,1.674038462
20/01/2012,1.75,1.75,1.75,1.672115385
21/01/2012,1.75,1.75,1.75,1.672115385
22/01/2012,1.75,1.75,1.75,1.672115385
23/01/2012,1.75,1.75,1.75,1.670192308
24/01/2012,1.75,1.75,1.75,1.668269231
25/01/2012,1.75,1.75,1.75,1.666346154
26/01/2012,1.75,1.75,1.75,1.664423077
27/01/2012,1.75,1.75,1.75,1.6625
28/01/2012,1.75,1.75,1.75,1.6625
29/01/2012,1.75,1.75,1.75,1.6625
30/01/2012,1.75,1.75,1.686567164,1.599038462
31/01/2012,1.75,1.75,1.75,1.658653846
01/02/2012,1.75,1.75,1.75,1.656730769
02/02/2012,1.75,1.75,1.75,1.689423077
03/02/2012,1.75,1.75,1.748134328,1.688461538
04/02/2012,1.75,1.75,1.748134328,1.688461538
05/02/2012,1.75,1.75,1.748134328,1.688461538
06/02/2012,1.75,1.75,1.746268657,1.6875
07/02/2012,1.75,1.75,1.744402985,1.686538462
08/02/2012,1.75,1.75,1.742537313,1.685576923
09/02/2012,1.75,1.75,1.740671642,1.684615385
10/02/2012,1.75,1.75,1.73880597,1.683653846
11/02/2012,1.75,1.75,1.73880597,1.683653846
12/02/2012,1.75,1.75,1.73880597,1.683653846
13/02/2012,1.75,1.75,1.75,1.75
14/02/2012,1.75,1.75,1.75,1.75
15/02/2012,1.75,1.75,1.75,1.75
16/02/2012,1.75,1.75,1.75,1.75
17/02/2012,1.75,1.75,1.75,1.75
18/02/2012,1.75,1.75,1.75,1.75
19/02/2012,1.75,1.75,1.75,1.75
20/02/2012,1.75,1.75,1.75,1.75
21/02/2012,1.75,1.75,1.75,1.75
22/02/2012,1.75,1.75,1.75,1.75
23/02/2012,1.75,1.75,1.75,1.75
24/02/2012,1.75,1.75,1.75,1.75
25/02/2012,1.75,1.75,1.75,1.75
26/02/2012,1.75,1.75,1.75,1.75
27/02/2012,1.75,1.75,1.75,1.75
28/02/2012,1.75,1.75,1.75,1.75
29/02/2012,1.75,1.75,1.75,1.75
01/03/2012,1.75,1.75,1.75,1.75
02/03/2012,1.75,1.75,1.75,1.75
03/03/2012,1.75,1.75,1.75,1.75
04/03/2012,1.75,1.75,1.75,1.75
05/03/2012,1.75,1.75,1.75,1.75
06/03/2012,1.75,1.75,1.75,1.75
07/03/2012,1.75,1.75,1.75,1.75
08/03/2012,1.75,1.75,1.75,1.75
09/03/2012,1.75,1.75,1.75,1.75
10/03/2012,1.75,1.75,1.75,1.75
11/03/2012,1.75,1.75,1.75,1.75
12/03/2012,1.75,1.75,1.75,1.75
13/03/2012,1.75,1.75,1.75,1.75
14/03/2012,1.75,1.75,1.75,1.75
15/03/2012,1.5,1.5,1.5,1.5
16/03/2012,1.5,1.5,1.5,1.5
17/03/2012,1.5,1.5,1.5,1.5
18/03/2012,1.5,1.5,1.5,1.5
19/03/2012,1.5,1.5,1.5,1.5
20/03/2012,1.5,1.5,1.5,1.5
21/03/2012,1.5,1.5,1.5,1.5
22/03/2012,1.5,1.5,1.5,1.5
23/03/2012,1.5,1.5,1.5,1.5
24/03/2012,1.5,1.5,1.5,1.5
25/03/2012,1.5,1.5,1.5,1.5
26/03/2012,1.5,1.5,1.5,1.5
27/03/2012,1.5,1.5,1.5,1.5
28/03/2012,1.5,1.5,1.5,1.5
29/03/2012,1.5,1.5,1.5,1.5
30/03/2012,1.5,1.5,1.5,1.5
31/03/2012,1.5,1.5,1.5,1.5
01/04/2012,1.5,1.5,1.5,1.5
02/04/2012,1.5,1.5,1.5,1.5
03/04/2012,1.5,1.5,1.5,1.5
04/04/2012,1.5,1.5,1.5,1.5
05/04/2012,1.5,1.5,1.5,1.5
06/04/2012,1.5,1.5,1.5,1.5
07/04/2012,1.5,1.5,1.5,1.5
08/04/2012,1.5,1.5,1.5,1.5
09/04/2012,1.5,1.5,1.5,1.5
10/04/2012,1.5,1.5,1.5,1.5
11/04/2012,1.5,1.5,1.5,1.5
12/04/2012,1.5,1.5,1.5,1.5
13/04/2012,1.5,1.5,1.5,1.5
14/04/2012,1.5,1.5,1.5,1.5
15/04/2012,1.5,1.5,1.5,1.5
16/04/2012,1.5,1.5,1.5,1.5
17/04/2012,1.5,1.5,1.5,1.5
18/04/2012,1.5,1.5,1.5,1.5
19/04/2012,1.5,1.5,1.5,1.5
20/04/2012,1.5,1.5,1.5,1.5
21/04/2012,1.5,1.5,1.5,1.5
22/04/2012,1.5,1.5,1.5,1.5
23/04/2012,1.5,1.5,1.5,1.5
24/04/2012,1.5,1.5,1.5,1.5
25/04/2012,1.5,1.5,1.5,1.5
26/04/2012,1.5,1.5,1.5,1.5
27/04/2012,1.5,1.5,1.5,1.5
28/04/2012,1.5,1.5,1.5,1.5
29/04/2012,1.5,1.5,1.5,1.5
30/04/2012,1.5,1.5,1.5,1.5
01/05/2012,1.5,1.5,1.5,1.5
02/05/2012,1.5,1.5,1.5,1.5
03/05/2012,1.5,1.5,1.5,1.5
04/05/2012,1.5,1.5,1.5,1.5
05/05/2012,1.5,1.5,1.5,1.5
06/05/2012,1.5,1.5,1.5,1.5
07/05/2012,1.48,1.51,1.53,1.53
08/05/2012,1.5,1.5,1.5,1.5
09/05/2012,1.5,1.5,1.5,1.5
10/05/2012,1.5,1.5,1.5,1.5
11/05/2012,1.5,1.5,1.5,1.5
12/05/2012,1.5,1.5,1.5,1.5
13/05/2012,1.5,1.5,1.5,1.5
14/05/2012,1.5,1.5,1.5,1.5
15/05/2012,1.5,1.5,1.5,1.5
16/05/2012,1.5,1.5,1.5,1.5
17/05/2012,1.5,1.5,1.5,1.5
18/05/2012,1.5,1.5,1.5,1.5
19/05/2012,1.5,1.5,1.5,1.5
20/05/2012,1.5,1.5,1.5,1.5
21/05/2012,1.5,1.5,1.5,1.5
22/05/2012,1.5,1.5,1.5,1.5
23/05/2012,1.5,1.5,1.5,1.5
24/05/2012,1.5,1.5,1.5,1.5
25/05/2012,1.5,1.5,1.5,1.5
26/05/2012,1.5,1.5,1.5,1.5
27/05/2012,1.5,1.5,1.5,1.5
28/05/2012,1.5,1.5,1.5,1.5
29/05/2012,1.5,1.5,1.5,1.5
30/05/2012,1.5,1.5,1.5,1.5
31/05/2012,1.5,1.5,1.5,1.5
01/06/2012,1.5,1.5,1.5,1.5
02/06/2012,1.5,1.5,1.5,1.5
03/06/2012,1.5,1.5,1.5,1.5
04/06/2012,1.5,1.5,1.5,1.5
05/06/2012,1.5,1.5,1.5,1.5
06/06/2012,1.5,1.5,1.5,1.5
07/06/2012,1.5,1.5,1.5,1.5
08/06/2012,1.5,1.5,1.5,1.5
09/06/2012,1.5,1.5,1.5,1.5
10/06/2012,1.5,1.5,1.5,1.5
11/06/2012,1.5,1.5,1.5,1.5
12/06/2012,1.5,1.5,1.5,1.5
13/06/2012,1.5,1.5,1.5,1.5
14/06/2012,1.5,1.5,1.5,1.5
15/06/2012,1.5,1.5,1.5,1.5
16/06/2012,1.5,1.5,1.5,1.5
17/06/2012,1.5,1.5,1.5,1.5
18/06/2012,1.5,1.5,1.5,1.5
19/06/2012,1.5,1.5,1.5,1.5
20/06/2012,1.5,1.5,1.5,1.5
21/06/2012,1.5,1.5,1.5,1.5
22/06/2012,1.5,1.5,1.5,1.5
23/06/2012,1.5,1.5,1.5,1.5
24/06/2012,1.5,1.5,1.5,1.5
25/06/2012,1.5,1.5,1.5,1.5
26/06/2012,1.5,1.5,1.5,1.5
27/06/2012,1.5,1.5,1.5,1.5
28/06/2012,1.5,1.5,1.5,1.5
29/06/2012,1.5,1.5,1.5,1.5
30/06/2012,1.5,1.5,1.5,1.5
01/07/2012,1.5,1.5,1.5,1.5
02/07/2012,1.5,1.5,1.5,1.5
03/07/2012,1.5,1.5,1.5,1.5
04/07/2012,1.5,1.5,1.5,1.5
05/07/2012,1.5,1.5,1.5,1.5
06/07/2012,1.5,1.5,1.5,1.5
07/07/2012,1.5,1.5,1.5,1.5
08/07/2012,1.5,1.5,1.5,1.5
09/07/2012,1.5,1.5,1.5,1.5
10/07/2012,1.5,1.5,1.5,1.5
11/07/2012,1.5,1.5,1.5,1.5
12/07/2012,1.5,1.5,1.5,1.5
13/07/2012,1.5,1.5,1.5,1.5
14/07/2012,1.5,1.5,1.5,1.5
15/07/2012,1.5,1.5,1.5,1.5
16/07/2012,1.5,1.5,1.5,1.5
17/07/2012,1.5,1.5,1.5,1.5
18/07/2012,1.5,1.5,1.5,1.5
19/07/2012,1.5,1.5,1.5,1.5
20/07/2012,1.5,1.5,1.5,1.5
21/07/2012,1.5,1.5,1.5,1.5
22/07/2012,1.5,1.5,1.5,1.5
23/07/2012,1.5,1.5,1.5,1.5
24/07/2012,1.5,1.5,1.5,1.5
25/07/2012,1.5,1.5,1.5,1.5
26/07/2012,1.5,1.5,1.5,1.5
27/07/2012,1.5,1.5,1.5,1.5
28/07/2012,1.5,1.5,1.5,1.5
29/07/2012,1.5,1.5,1.5,1.5
30/07/2012,1.5,1.5,1.5,1.5
31/07/2012,1.5,1.5,1.5,1.5
01/08/2012,1.5,1.5,1.5,1.5
02/08/2012,1.5,1.5,1.5,1.5
03/08/2012,1.5,1.5,1.5,1.5
04/08/2012,1.5,1.5,1.5,1.5
05/08/2012,1.5,1.5,1.5,1.5
06/08/2012,1.5,1.5,1.5,1.5
07/08/2012,1.5,1.5,1.5,1.5
08/08/2012,1.5,1.5,1.5,1.5
09/08/2012,1.5,1.5,1.5,1.5
10/08/2012,1.5,1.5,1.5,1.5
11/08/2012,1.5,1.5,1.5,1.5
12/08/2012,1.5,1.5,1.5,1.5
13/08/2012,1.5,1.5,1.5,1.5
14/08/2012,1.5,1.5,1.5,1.5
15/08/2012,1.5,1.5,1.5,1.5
16/08/2012,1.5,1.5,1.5,1.5
17/08/2012,1.5,1.5,1.5,1.5
18/08/2012,1.5,1.5,1.5,1.5
19/08/2012,1.5,1.5,1.5,1.5
20/08/2012,1.5,1.5,1.5,1.5
21/08/2012,1.5,1.5,1.5,1.5
22/08/2012,1.5,1.5,1.5,1.5
23/08/2012,1.5,1.5,1.5,1.5
24/08/2012,1.5,1.5,1.5,1.5
25/08/2012,1.5,1.5,1.5,1.5
26/08/2012,1.5,1.5,1.5,1.5
27/08/2012,1.5,1.5,1.5,1.5
28/08/2012,1.5,1.5,1.5,1.5
29/08/2012,1.5,1.5,1.5,1.5
30/08/2012,1.5,1.5,1.5,1.5
31/08/2012,1.5,1.5,1.5,1.5
01/09/2012,1.5,1.5,1.5,1.5
02/09/2012,1.5,1.5,1.5,1.5
03/09/2012,1.5,1.5,1.5,1.5
04/09/2012,1.5,1.5,1.5,1.5
05/09/2012,1.5,1.5,1.5,1.5
06/09/2012,1.5,1.5,1.5,1.5
07/09/2012,1.5,1.5,1.5,1.5
08/09/2012,1.5,1.5,1.5,1.5
09/09/2012,1.5,1.5,1.5,1.5
10/09/2012,1.5,1.5,1.5,1.5
11/09/2012,1.5,1.5,1.5,1.5
12/09/2012,1.5,1.5,1.5,1.5
13/09/2012,1.5,1.5,1.5,1.5
14/09/2012,1.5,1.5,1.5,1.5
15/09/2012,1.5,1.5,1.5,1.5
16/09/2012,1.5,1.5,1.5,1.5
17/09/2012,1.5,1.5,1.5,1.5
18/09/2012,1.5,1.5,1.5,1.5
19/09/2012,1.5,1.5,1.5,1.5
20/09/2012,1.5,1.5,1.5,1.5
21/09/2012,1.5,1.5,1.5,1.5
22/09/2012,1.5,1.5,1.5,1.5
23/09/2012,1.5,1.5,1.5,1.5
24/09/2012,1.5,1.5,1.5,1.5
25/09/2012,1.5,1.5,1.5,1.5
26/09/2012,1.5,1.5,1.5,1.5
27/09/2012,1.5,1.5,1.5,1.5
28/09/2012,1.5,1.5,1.5,1.5
29/09/2012,1.5,1.5,1.5,1.5
30/09/2012,1.5,1.5,1.5,1.5
01/10/2012,1.5,1.5,1.5,1.5
02/10/2012,1.5,1.5,1.5,1.5
03/10/2012,1.5,1.5,1.5,1.5
04/10/2012,1.5,1.5,1.5,1.5
05/10/2012,1.5,1.5,1.5,1.5
06/10/2012,1.5,1.5,1.5,1.5
07/10/2012,1.5,1.5,1.5,1.5
08/10/2012,1.5,1.5,1.5,1.5
09/10/2012,1.5,1.5,1.5,1.5
10/10/2012,1.5,1.5,1.5,1.5
11/10/2012,1.5,1.5,1.5,1.5
12/10/2012,1.5,1.5,1.5,1.5
13/10/2012,1.5,1.5,1.5,1.5
14/10/2012,1.5,1.5,1.5,1.5
15/10/2012,1.5,1.5,1.5,1.5
16/10/2012,1.5,1.5,1.5,1.5
17/10/2012,1.5,1.5,1.5,1.5
18/10/2012,1.5,1.5,1.5,1.5
19/10/2012,1.5,1.5,1.5,1.5
20/10/2012,1.5,1.5,1.5,1.5
21/10/2012,1.5,1.5,1.5,1.5
22/10/2012,1.5,1.5,1.5,1.5
23/10/2012,1.5,1.5,1.5,1.5
24/10/2012,1.5,1.5,1.5,1.5
25/10/2012,1.5,1.5,1.5,1.5
26/10/2012,1.5,1.5,1.5,1.5
27/10/2012,1.5,1.5,1.5,1.5
28/10/2012,1.5,1.5,1.5,1.5
29/10/2012,1.5,1.5,1.5,1.5
30/10/2012,1.5,1.5,1.5,1.499615385
31/10/2012,1.5,1.5,1.5,1.499230769
01/11/2012,1.5,1.5,1.5,1.498846154
02/11/2012,1.5,1.5,1.5,1.498461538
03/11/2012,1.5,1.5,1.5,1.498461538
04/11/2012,1.5,1.5,1.5,1.498461538
05/11/2012,1.5,1.5,1.5,1.498076923
06/11/2012,1.5,1.5,1.5,1.497692308
07/11/2012,1.5,1.5,1.5,1.497307692
08/11/2012,1.5,1.5,1.5,1.496923077
09/11/2012,1.5,1.5,1.5,1.496538462
10/11/2012,1.5,1.5,1.5,1.496538462
11/11/2012,1.5,1.5,1.5,1.496538462
12/11/2012,1.5,1.5,1.5,1.496153846
13/11/2012,1.5,1.5,1.5,1.495769231
14/11/2012,1.5,1.5,1.5,1.495384615
15/11/2012,1.5,1.5,1.5,1.495
16/11/2012,1.5,1.5,1.5,1.494615385
17/11/2012,1.5,1.5,1.5,1.494615385
18/11/2012,1.5,1.5,1.5,1.494615385
19/11/2012,1.5,1.5,1.5,1.494230769
20/11/2012,1.5,1.5,1.5,1.493846154
21/11/2012,1.5,1.5,1.5,1.493461538
22/11/2012,1.5,1.5,1.5,1.493076923
23/11/2012,1.5,1.5,1.5,1.492692308
24/11/2012,1.5,1.5,1.5,1.492692308
25/11/2012,1.5,1.5,1.5,1.492692308
26/11/2012,1.5,1.5,1.5,1.492307692
27/11/2012,1.5,1.5,1.5,1.491923077
28/11/2012,1.5,1.5,1.5,1.491538462
29/11/2012,1.5,1.5,1.5,1.491153846
30/11/2012,1.5,1.5,1.5,1.490769231
01/12/2012,1.5,1.5,1.5,1.490769231
02/12/2012,1.5,1.5,1.5,1.490769231
03/12/2012,1.5,1.5,1.5,1.490384615
04/12/2012,1.5,1.5,1.5,1.49
05/12/2012,1.5,1.5,1.5,1.489615385
06/12/2012,1.5,1.5,1.5,1.489230769
07/12/2012,1.5,1.5,1.5,1.488269231
08/12/2012,1.5,1.5,1.5,1.488269231
09/12/2012,1.5,1.5,1.5,1.488269231
10/12/2012,1.5,1.5,1.5,1.487307692
11/12/2012,1.5,1.5,1.5,1.486346154
12/12/2012,1.5,1.5,1.5,1.485384615
13/12/2012,1.5,1.5,1.5,1.484423077
14/12/2012,1.5,1.5,1.5,1.483461538
15/12/2012,1.5,1.5,1.5,1.483461538
16/12/2012,1.5,1.5,1.5,1.483461538
17/12/2012,1.5,1.5,1.5,1.4825
18/12/2012,1.5,1.5,1.5,1.481538462
19/12/2012,1.5,1.5,1.5,1.480576923
20/12/2012,1.24,1.5,1.5,1.479615385
21/12/2012,1.5,1.5,1.5,1.478653846
22/12/2012,1.5,1.5,1.5,1.478653846
23/12/2012,1.5,1.5,1.5,1.478653846
24/12/2012,1.5,1.5,1.5,1.477692308
25/12/2012,1.5,1.5,1.5,1.477692308
26/12/2012,1.5,1.5,1.5,1.477692308
27/12/2012,1.5,1.5,1.5,1.476730769
28/12/2012,1.5,1.5,1.5,1.475769231
29/12/2012,1.5,1.5,1.5,1.475769231
30/12/2012,1.5,1.5,1.5,1.475769231
31/12/2012,1.51,1.52,1.5,1.474807692
01/01/2013,1.51,1.52,1.5,1.474807692
02/01/2013,1.5,1.5,1.5,1.473846154
03/01/2013,1.5,1.5,1.5,1.472884615
04/01/2013,1.5,1.5,1.5,1.471923077
05/01/2013,1.5,1.5,1.5,1.471923077
06/01/2013,1.5,1.5,1.5,1.471923077
07/01/2013,1.5,1.5,1.5,1.470961538
08/01/2013,1.5,1.5,1.5,1.47
09/01/2013,1.5,1.5,1.5,1.469038462
10/01/2013,1.5,1.5,1.5,1.468076923
11/01/2013,1.5,1.5,1.5,1.467115385
12/01/2013,1.5,1.5,1.5,1.467115385
13/01/2013,1.5,1.5,1.5,1.467115385
14/01/2013,1.5,1.5,1.5,1.466153846
15/01/2013,1.5,1.5,1.5,1.465192308
16/01/2013,1.5,1.5,1.5,1.464230769
17/01/2013,1.5,1.5,1.5,1.463269231
18/01/2013,1.5,1.5,1.5,1.462307692
19/01/2013,1.5,1.5,1.5,1.462307692
20/01/2013,1.5,1.5,1.5,1.462307692
21/01/2013,1.5,1.5,1.5,1.461346154
22/01/2013,1.5,1.5,1.5,1.460384615
23/01/2013,1.5,1.5,1.5,1.459423077
24/01/2013,1.5,1.5,1.5,1.458461538
25/01/2013,1.5,1.5,1.5,1.4575
26/01/2013,1.5,1.5,1.5,1.4575
27/01/2013,1.5,1.5,1.5,1.4575
28/01/2013,1.5,1.5,1.5,1.456538462
29/01/2013,1.5,1.5,1.5,1.455576923
30/01/2013,1.5,1.5,1.499253731,1.454615385
31/01/2013,1.5,1.5,1.498507463,1.453653846
01/02/2013,1.5,1.5,1.497761194,1.452692308
02/02/2013,1.5,1.5,1.497761194,1.452692308
03/02/2013,1.5,1.5,1.497761194,1.452692308
04/02/2013,1.5,1.5,1.497014925,1.451730769
05/02/2013,1.5,1.5,1.496268657,1.450769231
06/02/2013,1.5,1.5,1.495522388,1.449807692
07/02/2013,1.5,1.5,1.494776119,1.448846154
08/02/2013,1.5,1.5,1.494029851,1.447884615
09/02/2013,1.5,1.5,1.494029851,1.447884615
10/02/2013,1.5,1.5,1.494029851,1.447884615
11/02/2013,1.5,1.5,1.493283582,1.446923077
12/02/2013,1.5,1.5,1.492537313,1.445961538
13/02/2013,1.5,1.5,1.491791045,1.445
14/02/2013,1.5,1.5,1.491044776,1.444038462
15/02/2013,1.5,1.5,1.490298507,1.443076923
16/02/2013,1.5,1.5,1.490298507,1.443076923
17/02/2013,1.5,1.5,1.490298507,1.443076923
18/02/2013,1.5,1.5,1.489552239,1.442115385
19/02/2013,1.5,1.5,1.48880597,1.441153846
20/02/2013,1.5,1.5,1.488059701,1.440192308
21/02/2013,1.5,1.5,1.487313433,1.439230769
22/02/2013,1.5,1.5,1.486567164,1.438269231
23/02/2013,1.5,1.5,1.486567164,1.438269231
24/02/2013,1.5,1.5,1.486567164,1.438269231
25/02/2013,1.5,1.5,1.485820896,1.437307692
26/02/2013,1.5,1.5,1.485074627,1.436346154
27/02/2013,1.5,1.5,1.484328358,1.435384615
28/02/2013,1.5,1.5,1.48358209,1.434423077
01/03/2013,1.5,1.5,1.482835821,1.433461538
02/03/2013,1.5,1.5,1.482835821,1.433461538
03/03/2013,1.5,1.5,1.482835821,1.433461538
04/03/2013,1.5,1.5,1.482089552,1.4325
05/03/2013,1.5,1.5,1.481343284,1.431538462
06/03/2013,1.5,1.5,1.480597015,1.430576923
07/03/2013,1.5,1.5,1.479850746,1.429615385
08/03/2013,1.5,1.5,1.479104478,1.428653846
09/03/2013,1.5,1.5,1.479104478,1.428653846
10/03/2013,1.5,1.5,1.479104478,1.428653846
11/03/2013,1.5,1.5,1.477238806,1.427692308
12/03/2013,1.5,1.5,1.475373134,1.426730769
13/03/2013,1.5,1.5,1.473507463,1.425769231
14/03/2013,1.5,1.5,1.471641791,1.424807692
15/03/2013,1.5,1.5,1.469776119,1.423846154
16/03/2013,1.5,1.5,1.469776119,1.423846154
17/03/2013,1.5,1.5,1.469776119,1.423846154
18/03/2013,1.5,1.5,1.467910448,1.422884615
19/03/2013,1.5,1.5,1.466044776,1.421923077
20/03/2013,1.5,1.5,1.464179104,1.420961538
21/03/2013,1.5,1.5,1.46,1.42
22/03/2013,1.5,1.5,1.460447761,1.419038462
23/03/2013,1.5,1.5,1.460447761,1.419038462
24/03/2013,1.5,1.5,1.460447761,1.419038462
25/03/2013,1.5,1.5,1.45858209,1.418076923
26/03/2013,1.5,1.5,1.5,1.417115385
27/03/2013,1.5,1.5,1.469402985,1.46
28/03/2013,1.5,1.5,1.469402985,1.46
29/03/2013,1.5,1.5,1.469402985,1.46
30/03/2013,1.5,1.5,1.469402985,1.46
31/03/2013,1.5,1.5,1.469402985,1.46
01/04/2013,1.5,1.5,1.469402985,1.46
02/04/2013,1.5,1.5,1.468656716,1.459615385
03/04/2013,1.5,1.5,1.467910448,1.459230769
04/04/2013,1.5,1.497916667,1.467164179,1.458846154
05/04/2013,1.5,1.495833333,1.46641791,1.458461538
06/04/2013,1.5,1.495833333,1.46641791,1.458461538
07/04/2013,1.5,1.495833333,1.46641791,1.458461538
08/04/2013,1.5,1.49375,1.465671642,1.458076923
09/04/2013,1.5,1.491666667,1.464925373,1.457692308
10/04/2013,1.5,1.489583333,1.464179104,1.450384615
11/04/2013,1.5,1.4875,1.463432836,1.449615385
12/04/2013,1.5,1.485416667,1.462686567,1.448846154
13/04/2013,1.5,1.485416667,1.462686567,1.448846154
